,PRIM_STA_C,SAMP_DATE,FINDING,system,chem,mcl,lat,long,delta_results,ARSENIC,FLUORIDE (F) (NATURAL-SOURCE),GROSS ALPHA,NITRATE (AS NO3),PERCHLORATE,TETRACHLOROETHYLENE,URANIUM (PCI/L),URANIUM MDA95,nitrate_reading,alpha_reading,as_reading,pce_reading,f_reading,perc_reading,u_(pci/l)_reading,u_mda95_reading
1135,1500407-007,2014-02-10,3.0,1500407,NITRATE (AS NO3),45.0,35.714341,-118.485011,-42.0,0,0,0,1,0,0,0,0,-42.0,-42.0,-42.0,-42.0,-42.0,-42.0,-42.0,-42.0
1136,1500407-007,2014-02-10,4.0,1500407,PERCHLORATE,6.0,35.714341,-118.485011,-2.0,0,0,0,0,1,0,0,0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
1137,1500407-007,2015-02-17,2.687,1500407,URANIUM (PCI/L),20.0,35.714341,-118.485011,-17.313,0,0,0,0,0,0,1,0,-17.313,-17.313,-17.313,-17.313,-17.313,-17.313,-17.313,-17.313
1138,1500407-007,2015-02-17,3.0,1500407,GROSS ALPHA,15.0,35.714341,-118.485011,-12.0,0,0,1,0,0,0,0,0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0
1139,1500407-007,2015-02-24,1.44,1500407,NITRATE (AS NO3),45.0,35.714341,-118.485011,-43.56,0,0,0,1,0,0,0,0,-43.56,-43.56,-43.56,-43.56,-43.56,-43.56,-43.56,-43.56
1140,1500407-007,2017-02-21,0.14,1500407,FLUORIDE (F) (NATURAL-SOURCE),2.0,35.714341,-118.485011,-1.8599999999999999,0,1,0,0,0,0,0,0,-1.8599999999999999,-1.8599999999999999,-1.8599999999999999,-1.8599999999999999,-1.8599999999999999,-1.8599999999999999,-1.8599999999999999,-1.8599999999999999
1141,1500407-007,2017-02-21,2.7,1500407,ARSENIC,10.0,35.714341,-118.485011,-7.3,1,0,0,0,0,0,0,0,-7.3,-7.3,-7.3,-7.3,-7.3,-7.3,-7.3,-7.3
1142,1500407-007,2017-02-21,4.0,1500407,PERCHLORATE,6.0,35.714341,-118.485011,-2.0,0,0,0,0,1,0,0,0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
1143,1500407-007,2018-02-20,0.0,1500407,TETRACHLOROETHYLENE,5.0,35.714341,-118.485011,-5.0,0,0,0,0,0,1,0,0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
1144,1500409-001,2012-03-30,27.0,1500409,NITRATE (AS NO3),45.0,35.379867,-119.136509,-18.0,0,0,0,1,0,0,0,0,-18.0,-18.0,-18.0,-18.0,-18.0,-18.0,-18.0,-18.0
1145,1500409-001,2012-03-30,8.34,1500409,GROSS ALPHA,15.0,35.379867,-119.136509,-6.66,0,0,1,0,0,0,0,0,-6.66,-6.66,-6.66,-6.66,-6.66,-6.66,-6.66,-6.66
1146,1500409-001,2012-06-28,19.0,1500409,NITRATE (AS NO3),45.0,35.379867,-119.136509,-26.0,0,0,0,1,0,0,0,0,-26.0,-26.0,-26.0,-26.0,-26.0,-26.0,-26.0,-26.0
1147,1500409-001,2012-08-29,31.0,1500409,NITRATE (AS NO3),45.0,35.379867,-119.136509,-14.0,0,0,0,1,0,0,0,0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0
1148,1500409-001,2012-09-06,29.0,1500409,NITRATE (AS NO3),45.0,35.379867,-119.136509,-16.0,0,0,0,1,0,0,0,0,-16.0,-16.0,-16.0,-16.0,-16.0,-16.0,-16.0,-16.0
1149,1500409-001,2012-11-08,3.8,1500409,ARSENIC,10.0,35.379867,-119.136509,-6.2,1,0,0,0,0,0,0,0,-6.2,-6.2,-6.2,-6.2,-6.2,-6.2,-6.2,-6.2
1150,1500409-001,2012-11-08,28.0,1500409,NITRATE (AS NO3),45.0,35.379867,-119.136509,-17.0,0,0,0,1,0,0,0,0,-17.0,-17.0,-17.0,-17.0,-17.0,-17.0,-17.0,-17.0
1151,1500409-001,2013-02-14,5.6,1500409,ARSENIC,10.0,35.379867,-119.136509,-4.4,1,0,0,0,0,0,0,0,-4.4,-4.4,-4.4,-4.4,-4.4,-4.4,-4.4,-4.4
1152,1500409-001,2013-02-14,33.0,1500409,NITRATE (AS NO3),45.0,35.379867,-119.136509,-12.0,0,0,0,1,0,0,0,0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0
1153,1500409-001,2013-06-13,31.0,1500409,NITRATE (AS NO3),45.0,35.379867,-119.136509,-14.0,0,0,0,1,0,0,0,0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0
1154,1500409-001,2013-12-05,35.0,1500409,NITRATE (AS NO3),45.0,35.379867,-119.136509,-10.0,0,0,0,1,0,0,0,0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0
1155,1500409-001,2014-03-20,4.0,1500409,PERCHLORATE,6.0,35.379867,-119.136509,-2.0,0,0,0,0,1,0,0,0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
1156,1500409-001,2014-05-15,42.0,1500409,NITRATE (AS NO3),45.0,35.379867,-119.136509,-3.0,0,0,0,1,0,0,0,0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0
1157,1500409-001,2014-08-14,0.084,1500409,FLUORIDE (F) (NATURAL-SOURCE),2.0,35.379867,-119.136509,-1.916,0,1,0,0,0,0,0,0,-1.916,-1.916,-1.916,-1.916,-1.916,-1.916,-1.916,-1.916
1158,1500409-001,2014-08-14,2.9,1500409,ARSENIC,10.0,35.379867,-119.136509,-7.1,1,0,0,0,0,0,0,0,-7.1,-7.1,-7.1,-7.1,-7.1,-7.1,-7.1,-7.1
1159,1500409-001,2014-08-14,42.0,1500409,NITRATE (AS NO3),45.0,35.379867,-119.136509,-3.0,0,0,0,1,0,0,0,0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0
1160,1500409-001,2014-11-06,20.0,1500409,NITRATE (AS NO3),45.0,35.379867,-119.136509,-25.0,0,0,0,1,0,0,0,0,-25.0,-25.0,-25.0,-25.0,-25.0,-25.0,-25.0,-25.0
1161,1500409-001,2015-02-05,2.6,1500409,ARSENIC,10.0,35.379867,-119.136509,-7.4,1,0,0,0,0,0,0,0,-7.4,-7.4,-7.4,-7.4,-7.4,-7.4,-7.4,-7.4
1162,1500409-001,2015-02-05,49.0,1500409,NITRATE (AS NO3),45.0,35.379867,-119.136509,4.0,0,0,0,1,0,0,0,0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
1163,1500409-001,2015-05-07,43.0,1500409,NITRATE (AS NO3),45.0,35.379867,-119.136509,-2.0,0,0,0,1,0,0,0,0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
1164,1500409-001,2015-11-05,3.0,1500409,ARSENIC,10.0,35.379867,-119.136509,-7.0,1,0,0,0,0,0,0,0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
1165,1500409-001,2016-02-04,9.1,1500409,ARSENIC,10.0,35.379867,-119.136509,-0.9000000000000004,1,0,0,0,0,0,0,0,-0.9000000000000004,-0.9000000000000004,-0.9000000000000004,-0.9000000000000004,-0.9000000000000004,-0.9000000000000004,-0.9000000000000004,-0.9000000000000004
1166,1500409-001,2016-05-05,2.6,1500409,ARSENIC,10.0,35.379867,-119.136509,-7.4,1,0,0,0,0,0,0,0,-7.4,-7.4,-7.4,-7.4,-7.4,-7.4,-7.4,-7.4
1167,1500409-001,2016-08-04,5.4,1500409,ARSENIC,10.0,35.379867,-119.136509,-4.6,1,0,0,0,0,0,0,0,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6
1168,1500409-001,2016-11-03,2.0,1500409,ARSENIC,10.0,35.379867,-119.136509,-8.0,1,0,0,0,0,0,0,0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1169,1500409-001,2016-12-01,6.29,1500409,GROSS ALPHA,15.0,35.379867,-119.136509,-8.71,0,0,1,0,0,0,0,0,-8.71,-8.71,-8.71,-8.71,-8.71,-8.71,-8.71,-8.71
1170,1500409-001,2017-02-02,6.2,1500409,ARSENIC,10.0,35.379867,-119.136509,-3.8,1,0,0,0,0,0,0,0,-3.8,-3.8,-3.8,-3.8,-3.8,-3.8,-3.8,-3.8
1171,1500409-001,2017-03-02,8.0,1500409,ARSENIC,10.0,35.379867,-119.136509,-2.0,1,0,0,0,0,0,0,0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
1172,1500409-001,2017-04-06,5.4,1500409,ARSENIC,10.0,35.379867,-119.136509,-4.6,1,0,0,0,0,0,0,0,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6
1173,1500409-001,2017-05-04,4.0,1500409,PERCHLORATE,6.0,35.379867,-119.136509,-2.0,0,0,0,0,1,0,0,0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
1174,1500409-001,2017-08-18,0.05,1500409,FLUORIDE (F) (NATURAL-SOURCE),2.0,35.379867,-119.136509,-1.95,0,1,0,0,0,0,0,0,-1.95,-1.95,-1.95,-1.95,-1.95,-1.95,-1.95,-1.95
1175,1500409-001,2017-08-18,2.0,1500409,ARSENIC,10.0,35.379867,-119.136509,-8.0,1,0,0,0,0,0,0,0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1176,1500409-001,2017-09-14,4.7,1500409,ARSENIC,10.0,35.379867,-119.136509,-5.3,1,0,0,0,0,0,0,0,-5.3,-5.3,-5.3,-5.3,-5.3,-5.3,-5.3,-5.3
1177,1500409-001,2017-11-02,5.4,1500409,ARSENIC,10.0,35.379867,-119.136509,-4.6,1,0,0,0,0,0,0,0,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6
1178,1500409-001,2017-12-28,0.5,1500409,TETRACHLOROETHYLENE,5.0,35.379867,-119.136509,-4.5,0,0,0,0,0,1,0,0,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5
1179,1500409-001,2018-01-04,11.0,1500409,ARSENIC,10.0,35.379867,-119.136509,1.0,1,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1180,1500409-001,2018-02-23,7.4,1500409,ARSENIC,10.0,35.379867,-119.136509,-2.5999999999999996,1,0,0,0,0,0,0,0,-2.5999999999999996,-2.5999999999999996,-2.5999999999999996,-2.5999999999999996,-2.5999999999999996,-2.5999999999999996,-2.5999999999999996,-2.5999999999999996
1181,1500409-001,2018-03-01,7.5,1500409,ARSENIC,10.0,35.379867,-119.136509,-2.5,1,0,0,0,0,0,0,0,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5
1182,1500409-001,2018-04-05,3.4,1500409,ARSENIC,10.0,35.379867,-119.136509,-6.6,1,0,0,0,0,0,0,0,-6.6,-6.6,-6.6,-6.6,-6.6,-6.6,-6.6,-6.6
1183,1500409-001,2018-05-03,5.0,1500409,ARSENIC,10.0,35.379867,-119.136509,-5.0,1,0,0,0,0,0,0,0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
1184,1500409-001,2018-08-09,5.2,1500409,ARSENIC,10.0,35.379867,-119.136509,-4.8,1,0,0,0,0,0,0,0,-4.8,-4.8,-4.8,-4.8,-4.8,-4.8,-4.8,-4.8
1185,1500409-002,2012-03-22,28.0,1500409,NITRATE (AS NO3),45.0,35.389359,-119.136787,-17.0,0,0,0,1,0,0,0,0,-17.0,-17.0,-17.0,-17.0,-17.0,-17.0,-17.0,-17.0
1186,1500409-002,2012-05-21,8.1,1500409,ARSENIC,10.0,35.389359,-119.136787,-1.9000000000000004,1,0,0,0,0,0,0,0,-1.9000000000000004,-1.9000000000000004,-1.9000000000000004,-1.9000000000000004,-1.9000000000000004,-1.9000000000000004,-1.9000000000000004,-1.9000000000000004
1187,1500409-002,2012-06-28,35.0,1500409,NITRATE (AS NO3),45.0,35.389359,-119.136787,-10.0,0,0,0,1,0,0,0,0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0
1188,1500409-002,2012-08-29,13.0,1500409,ARSENIC,10.0,35.389359,-119.136787,3.0,1,0,0,0,0,0,0,0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
1189,1500409-002,2012-08-29,19.0,1500409,NITRATE (AS NO3),45.0,35.389359,-119.136787,-26.0,0,0,0,1,0,0,0,0,-26.0,-26.0,-26.0,-26.0,-26.0,-26.0,-26.0,-26.0
1190,1500409-002,2012-09-06,18.0,1500409,NITRATE (AS NO3),45.0,35.389359,-119.136787,-27.0,0,0,0,1,0,0,0,0,-27.0,-27.0,-27.0,-27.0,-27.0,-27.0,-27.0,-27.0
1191,1500409-002,2012-11-08,2.7,1500409,ARSENIC,10.0,35.389359,-119.136787,-7.3,1,0,0,0,0,0,0,0,-7.3,-7.3,-7.3,-7.3,-7.3,-7.3,-7.3,-7.3
1192,1500409-002,2012-11-08,35.0,1500409,NITRATE (AS NO3),45.0,35.389359,-119.136787,-10.0,0,0,0,1,0,0,0,0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0
1193,1500409-002,2013-02-14,4.2,1500409,ARSENIC,10.0,35.389359,-119.136787,-5.8,1,0,0,0,0,0,0,0,-5.8,-5.8,-5.8,-5.8,-5.8,-5.8,-5.8,-5.8
1194,1500409-002,2013-02-14,33.0,1500409,NITRATE (AS NO3),45.0,35.389359,-119.136787,-12.0,0,0,0,1,0,0,0,0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0
1195,1500409-002,2013-06-13,2.6,1500409,ARSENIC,10.0,35.389359,-119.136787,-7.4,1,0,0,0,0,0,0,0,-7.4,-7.4,-7.4,-7.4,-7.4,-7.4,-7.4,-7.4
1196,1500409-002,2013-06-13,25.0,1500409,NITRATE (AS NO3),45.0,35.389359,-119.136787,-20.0,0,0,0,1,0,0,0,0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0
1197,1500409-002,2013-06-13,0.0,1500409,GROSS ALPHA,15.0,35.389359,-119.136787,-15.0,0,0,1,0,0,0,0,0,-15.0,-15.0,-15.0,-15.0,-15.0,-15.0,-15.0,-15.0
1198,1500409-002,2013-11-07,2.0,1500409,ARSENIC,10.0,35.389359,-119.136787,-8.0,1,0,0,0,0,0,0,0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1199,1500409-002,2013-12-05,40.0,1500409,NITRATE (AS NO3),45.0,35.389359,-119.136787,-5.0,0,0,0,1,0,0,0,0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
1200,1500409-002,2014-03-20,4.0,1500409,PERCHLORATE,6.0,35.389359,-119.136787,-2.0,0,0,0,0,1,0,0,0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
1201,1500409-002,2014-05-15,6.8,1500409,ARSENIC,10.0,35.389359,-119.136787,-3.2,1,0,0,0,0,0,0,0,-3.2,-3.2,-3.2,-3.2,-3.2,-3.2,-3.2,-3.2
1202,1500409-002,2014-05-15,20.0,1500409,NITRATE (AS NO3),45.0,35.389359,-119.136787,-25.0,0,0,0,1,0,0,0,0,-25.0,-25.0,-25.0,-25.0,-25.0,-25.0,-25.0,-25.0
1203,1500409-002,2014-08-14,0.09,1500409,FLUORIDE (F) (NATURAL-SOURCE),2.0,35.389359,-119.136787,-1.91,0,1,0,0,0,0,0,0,-1.91,-1.91,-1.91,-1.91,-1.91,-1.91,-1.91,-1.91
1204,1500409-002,2014-08-14,3.6,1500409,ARSENIC,10.0,35.389359,-119.136787,-6.4,1,0,0,0,0,0,0,0,-6.4,-6.4,-6.4,-6.4,-6.4,-6.4,-6.4,-6.4
1205,1500409-002,2014-08-14,17.0,1500409,NITRATE (AS NO3),45.0,35.389359,-119.136787,-28.0,0,0,0,1,0,0,0,0,-28.0,-28.0,-28.0,-28.0,-28.0,-28.0,-28.0,-28.0
1206,1500409-002,2014-11-06,17.0,1500409,NITRATE (AS NO3),45.0,35.389359,-119.136787,-28.0,0,0,0,1,0,0,0,0,-28.0,-28.0,-28.0,-28.0,-28.0,-28.0,-28.0,-28.0
1207,1500409-002,2015-02-05,7.2,1500409,ARSENIC,10.0,35.389359,-119.136787,-2.8,1,0,0,0,0,0,0,0,-2.8,-2.8,-2.8,-2.8,-2.8,-2.8,-2.8,-2.8
1208,1500409-002,2015-02-05,6.5,1500409,NITRATE (AS NO3),45.0,35.389359,-119.136787,-38.5,0,0,0,1,0,0,0,0,-38.5,-38.5,-38.5,-38.5,-38.5,-38.5,-38.5,-38.5
1209,1500409-002,2015-05-08,23.0,1500409,NITRATE (AS NO3),45.0,35.389359,-119.136787,-22.0,0,0,0,1,0,0,0,0,-22.0,-22.0,-22.0,-22.0,-22.0,-22.0,-22.0,-22.0
1210,1500409-002,2015-11-05,4.1,1500409,ARSENIC,10.0,35.389359,-119.136787,-5.9,1,0,0,0,0,0,0,0,-5.9,-5.9,-5.9,-5.9,-5.9,-5.9,-5.9,-5.9
1211,1500409-002,2016-02-04,14.0,1500409,ARSENIC,10.0,35.389359,-119.136787,4.0,1,0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
1212,1500409-002,2016-05-05,10.0,1500409,ARSENIC,10.0,35.389359,-119.136787,0.0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1213,1500409-002,2016-08-04,7.0,1500409,ARSENIC,10.0,35.389359,-119.136787,-3.0,1,0,0,0,0,0,0,0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0
1214,1500409-002,2016-11-03,4.3,1500409,ARSENIC,10.0,35.389359,-119.136787,-5.7,1,0,0,0,0,0,0,0,-5.7,-5.7,-5.7,-5.7,-5.7,-5.7,-5.7,-5.7
1215,1500409-002,2016-12-01,5.79,1500409,GROSS ALPHA,15.0,35.389359,-119.136787,-9.21,0,0,1,0,0,0,0,0,-9.21,-9.21,-9.21,-9.21,-9.21,-9.21,-9.21,-9.21
1216,1500409-002,2017-01-04,12.0,1500409,ARSENIC,10.0,35.389359,-119.136787,2.0,1,0,0,0,0,0,0,0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
1217,1500409-002,2017-02-02,13.0,1500409,ARSENIC,10.0,35.389359,-119.136787,3.0,1,0,0,0,0,0,0,0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
1218,1500409-002,2017-03-02,17.0,1500409,ARSENIC,10.0,35.389359,-119.136787,7.0,1,0,0,0,0,0,0,0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
1219,1500409-002,2017-04-06,12.0,1500409,ARSENIC,10.0,35.389359,-119.136787,2.0,1,0,0,0,0,0,0,0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
1220,1500409-002,2017-05-04,4.0,1500409,PERCHLORATE,6.0,35.389359,-119.136787,-2.0,0,0,0,0,1,0,0,0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
1221,1500409-002,2017-08-18,0.063,1500409,FLUORIDE (F) (NATURAL-SOURCE),2.0,35.389359,-119.136787,-1.937,0,1,0,0,0,0,0,0,-1.937,-1.937,-1.937,-1.937,-1.937,-1.937,-1.937,-1.937
1222,1500409-002,2017-08-18,10.0,1500409,ARSENIC,10.0,35.389359,-119.136787,0.0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1223,1500409-002,2017-09-14,9.6,1500409,ARSENIC,10.0,35.389359,-119.136787,-0.40000000000000036,1,0,0,0,0,0,0,0,-0.40000000000000036,-0.40000000000000036,-0.40000000000000036,-0.40000000000000036,-0.40000000000000036,-0.40000000000000036,-0.40000000000000036,-0.40000000000000036
1224,1500409-002,2017-10-12,10.0,1500409,ARSENIC,10.0,35.389359,-119.136787,0.0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1225,1500409-002,2017-11-02,11.0,1500409,ARSENIC,10.0,35.389359,-119.136787,1.0,1,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1226,1500409-002,2017-12-07,15.0,1500409,ARSENIC,10.0,35.389359,-119.136787,5.0,1,0,0,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
1227,1500409-002,2017-12-28,0.5,1500409,TETRACHLOROETHYLENE,5.0,35.389359,-119.136787,-4.5,0,0,0,0,0,1,0,0,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5
1228,1500409-002,2018-01-04,11.0,1500409,ARSENIC,10.0,35.389359,-119.136787,1.0,1,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1229,1500409-002,2018-02-23,8.8,1500409,ARSENIC,10.0,35.389359,-119.136787,-1.1999999999999993,1,0,0,0,0,0,0,0,-1.1999999999999993,-1.1999999999999993,-1.1999999999999993,-1.1999999999999993,-1.1999999999999993,-1.1999999999999993,-1.1999999999999993,-1.1999999999999993
1230,1500409-002,2018-03-01,12.0,1500409,ARSENIC,10.0,35.389359,-119.136787,2.0,1,0,0,0,0,0,0,0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
1231,1500409-002,2018-04-05,9.7,1500409,ARSENIC,10.0,35.389359,-119.136787,-0.3000000000000007,1,0,0,0,0,0,0,0,-0.3000000000000007,-0.3000000000000007,-0.3000000000000007,-0.3000000000000007,-0.3000000000000007,-0.3000000000000007,-0.3000000000000007,-0.3000000000000007
1232,1500409-002,2018-05-03,8.0,1500409,ARSENIC,10.0,35.389359,-119.136787,-2.0,1,0,0,0,0,0,0,0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
1233,1500409-002,2018-08-09,5.4,1500409,ARSENIC,10.0,35.389359,-119.136787,-4.6,1,0,0,0,0,0,0,0,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6
1234,1500413-001,2012-01-26,1.9,1500413,FLUORIDE (F) (NATURAL-SOURCE),2.0,34.853431,-118.874844,-0.10000000000000009,0,1,0,0,0,0,0,0,-0.10000000000000009,-0.10000000000000009,-0.10000000000000009,-0.10000000000000009,-0.10000000000000009,-0.10000000000000009,-0.10000000000000009,-0.10000000000000009
1235,1500413-001,2012-04-09,1.9,1500413,FLUORIDE (F) (NATURAL-SOURCE),2.0,34.853431,-118.874844,-0.10000000000000009,0,1,0,0,0,0,0,0,-0.10000000000000009,-0.10000000000000009,-0.10000000000000009,-0.10000000000000009,-0.10000000000000009,-0.10000000000000009,-0.10000000000000009,-0.10000000000000009
1236,1500413-001,2012-05-04,1.9,1500413,FLUORIDE (F) (NATURAL-SOURCE),2.0,34.853431,-118.874844,-0.10000000000000009,0,1,0,0,0,0,0,0,-0.10000000000000009,-0.10000000000000009,-0.10000000000000009,-0.10000000000000009,-0.10000000000000009,-0.10000000000000009,-0.10000000000000009,-0.10000000000000009
1237,1500413-001,2012-05-15,0.5,1500413,TETRACHLOROETHYLENE,5.0,34.853431,-118.874844,-4.5,0,0,0,0,0,1,0,0,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5
1238,1500413-001,2012-05-15,13.0,1500413,NITRATE (AS NO3),45.0,34.853431,-118.874844,-32.0,0,0,0,1,0,0,0,0,-32.0,-32.0,-32.0,-32.0,-32.0,-32.0,-32.0,-32.0
1239,1500413-001,2012-07-06,1.8,1500413,FLUORIDE (F) (NATURAL-SOURCE),2.0,34.853431,-118.874844,-0.19999999999999996,0,1,0,0,0,0,0,0,-0.19999999999999996,-0.19999999999999996,-0.19999999999999996,-0.19999999999999996,-0.19999999999999996,-0.19999999999999996,-0.19999999999999996,-0.19999999999999996
1240,1500413-001,2012-10-03,1.9,1500413,FLUORIDE (F) (NATURAL-SOURCE),2.0,34.853431,-118.874844,-0.10000000000000009,0,1,0,0,0,0,0,0,-0.10000000000000009,-0.10000000000000009,-0.10000000000000009,-0.10000000000000009,-0.10000000000000009,-0.10000000000000009,-0.10000000000000009,-0.10000000000000009
1241,1500413-001,2013-01-03,1.9,1500413,FLUORIDE (F) (NATURAL-SOURCE),2.0,34.853431,-118.874844,-0.10000000000000009,0,1,0,0,0,0,0,0,-0.10000000000000009,-0.10000000000000009,-0.10000000000000009,-0.10000000000000009,-0.10000000000000009,-0.10000000000000009,-0.10000000000000009,-0.10000000000000009
1242,1500413-001,2013-07-25,15.0,1500413,URANIUM (PCI/L),20.0,34.853431,-118.874844,-5.0,0,0,0,0,0,0,1,0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
1243,1500413-001,2013-07-25,13.0,1500413,NITRATE (AS NO3),45.0,34.853431,-118.874844,-32.0,0,0,0,1,0,0,0,0,-32.0,-32.0,-32.0,-32.0,-32.0,-32.0,-32.0,-32.0
1244,1500413-001,2013-07-25,19.3,1500413,GROSS ALPHA,15.0,34.853431,-118.874844,4.300000000000001,0,0,1,0,0,0,0,0,4.300000000000001,4.300000000000001,4.300000000000001,4.300000000000001,4.300000000000001,4.300000000000001,4.300000000000001,4.300000000000001
1245,1500413-001,2013-10-16,1.9,1500413,FLUORIDE (F) (NATURAL-SOURCE),2.0,34.853431,-118.874844,-0.10000000000000009,0,1,0,0,0,0,0,0,-0.10000000000000009,-0.10000000000000009,-0.10000000000000009,-0.10000000000000009,-0.10000000000000009,-0.10000000000000009,-0.10000000000000009,-0.10000000000000009
1246,1500413-001,2014-04-10,1.8,1500413,FLUORIDE (F) (NATURAL-SOURCE),2.0,34.853431,-118.874844,-0.19999999999999996,0,1,0,0,0,0,0,0,-0.19999999999999996,-0.19999999999999996,-0.19999999999999996,-0.19999999999999996,-0.19999999999999996,-0.19999999999999996,-0.19999999999999996,-0.19999999999999996
1247,1500413-001,2014-07-10,1.9,1500413,FLUORIDE (F) (NATURAL-SOURCE),2.0,34.853431,-118.874844,-0.10000000000000009,0,1,0,0,0,0,0,0,-0.10000000000000009,-0.10000000000000009,-0.10000000000000009,-0.10000000000000009,-0.10000000000000009,-0.10000000000000009,-0.10000000000000009,-0.10000000000000009
1248,1500413-001,2014-07-10,13.0,1500413,NITRATE (AS NO3),45.0,34.853431,-118.874844,-32.0,0,0,0,1,0,0,0,0,-32.0,-32.0,-32.0,-32.0,-32.0,-32.0,-32.0,-32.0
1249,1500413-001,2014-08-07,1.8,1500413,FLUORIDE (F) (NATURAL-SOURCE),2.0,34.853431,-118.874844,-0.19999999999999996,0,1,0,0,0,0,0,0,-0.19999999999999996,-0.19999999999999996,-0.19999999999999996,-0.19999999999999996,-0.19999999999999996,-0.19999999999999996,-0.19999999999999996,-0.19999999999999996
1250,1500413-001,2014-08-07,2.0,1500413,ARSENIC,10.0,34.853431,-118.874844,-8.0,1,0,0,0,0,0,0,0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
1251,1500413-001,2014-08-07,13.0,1500413,NITRATE (AS NO3),45.0,34.853431,-118.874844,-32.0,0,0,0,1,0,0,0,0,-32.0,-32.0,-32.0,-32.0,-32.0,-32.0,-32.0,-32.0
1252,1500413-001,2014-08-07,4.0,1500413,PERCHLORATE,6.0,34.853431,-118.874844,-2.0,0,0,0,0,1,0,0,0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
